Level	Subject	Lemma	ZH	Definition	Example
P1	science	water	水	A science word: water.	{'en': "I can use 'water' in my answer.", 'zh': '我可以在答案里用“水”。'}
P1	science	waterproof	防水的	A science word: waterproof.	{'en': "I can use 'waterproof' in my answer.", 'zh': '我可以在答案里用“防水的”。'}
P1	science	wood	木材	A science word: wood.	{'en': "I can use 'wood' in my answer.", 'zh': '我可以在答案里用“木材”。'}
P1	science	work it out	算一算	Phrase: work it out	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P1	science	work it out -17	算一算	Phrase: work it out -17	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P1	science	work it out -34	算一算	Phrase: work it out -34	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P1	science	work it out -36	算一算	Phrase: work it out -36	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P1	science	work it out -6	算一算	Phrase: work it out -6	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P1	science	work it out -7	算一算	Phrase: work it out -7	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P1	science	work it out 2	算一算	Phrase: work it out 2	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P1	science	work it out 4	算一算	Phrase: work it out 4	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P1	social_studies	change	找零	Meaning of change.	{'en': "I can use 'change' in my answer.", 'zh': '我可以在答案里用“找零”。'}
P1	social_studies	check your answer	检查答案	Phrase: check your answer	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P1	social_studies	check your answer -13	检查答案	Phrase: check your answer -13	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P1	social_studies	check your answer -21	检查答案	Phrase: check your answer -21	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P1	social_studies	check your answer -23	检查答案	Phrase: check your answer -23	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P1	social_studies	check your answer -3	检查答案	Phrase: check your answer -3	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P1	social_studies	check your answer -6	检查答案	Phrase: check your answer -6	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P1	social_studies	circle the keywords	圈关键词	Phrase: circle the keywords	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P1	social_studies	circle the keywords -22	圈关键词	Phrase: circle the keywords -22	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P1	social_studies	circle the keywords -27	圈关键词	Phrase: circle the keywords -27	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P1	social_studies	circle the keywords -29	圈关键词	Phrase: circle the keywords -29	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P1	social_studies	circle the keywords -31	圈关键词	Phrase: circle the keywords -31	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P1	social_studies	circle the keywords -32	圈关键词	Phrase: circle the keywords -32	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P1	social_studies	circle the keywords -33	圈关键词	Phrase: circle the keywords -33	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P1	social_studies	circle the keywords -34	圈关键词	Phrase: circle the keywords -34	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P1	social_studies	circle the keywords -4	圈关键词	Phrase: circle the keywords -4	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P1	social_studies	circle the keywords 3	圈关键词	Phrase: circle the keywords 3	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P1	social_studies	citizen	（可查词典）	Meaning of citizen.	{'en': "I can use 'citizen' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	city	（可查词典）	Meaning of city.	{'en': "I can use 'city' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	community	（可查词典）	Meaning of community.	{'en': "I can use 'community' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	community helpers	社区职业	A useful phrase: community helpers.	{'en': 'Question: community helpers?', 'zh': '问题：社区职业？'}
P1	social_studies	compass directions	指南针方向	A useful phrase: compass directions.	{'en': 'Question: compass directions?', 'zh': '问题：指南针方向？'}
P1	social_studies	country	（可查词典）	Meaning of country.	{'en': "I can use 'country' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	culture	（可查词典）	Meaning of culture.	{'en': "I can use 'culture' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	direction	（可查词典）	Meaning of direction.	{'en': "I can use 'direction' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	east	（可查词典）	Meaning of east.	{'en': "I can use 'east' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	economy	（可查词典）	Meaning of economy.	{'en': "I can use 'economy' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	environment	环境	Meaning of environment.	{'en': "I can use 'environment' in my answer.", 'zh': '我可以在答案里用“环境”。'}
P1	social_studies	explain your reasoning	解释理由	Phrase: explain your reasoning	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P1	social_studies	explain your reasoning -12	解释理由	Phrase: explain your reasoning -12	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P1	social_studies	explain your reasoning -14	解释理由	Phrase: explain your reasoning -14	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P1	social_studies	explain your reasoning -18	解释理由	Phrase: explain your reasoning -18	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P1	social_studies	explain your reasoning -5	解释理由	Phrase: explain your reasoning -5	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P1	social_studies	explain your reasoning -9	解释理由	Phrase: explain your reasoning -9	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P1	social_studies	explain your reasoning 1	解释理由	Phrase: explain your reasoning 1	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P1	social_studies	fair	（可查词典）	Meaning of fair.	{'en': "I can use 'fair' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	festival	（可查词典）	Meaning of festival.	{'en': "I can use 'festival' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	follow directions	按指示走	Phrase: follow directions	{'en': "Use the phrase 'follow directions' in a sentence.", 'zh': '在句子里用“按指示走”。'}
P1	social_studies	goods and services	商品与服务	Phrase: goods and services	{'en': "Use the phrase 'goods and services' in a sentence.", 'zh': '在句子里用“商品与服务”。'}
P1	social_studies	government	（可查词典）	Meaning of government.	{'en': "I can use 'government' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	history	（可查词典）	Meaning of history.	{'en': "I can use 'history' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	island	（可查词典）	Meaning of island.	{'en': "I can use 'island' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	job	（可查词典）	Meaning of job.	{'en': "I can use 'job' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	keep the environment clean	保持环境干净	Phrase: keep the environment clean	{'en': "Use the phrase 'keep the environment clean' in a sentence.", 'zh': '在句子里用“保持环境干净”。'}
P1	social_studies	law	（可查词典）	Meaning of law.	{'en': "I can use 'law' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	leader	（可查词典）	Meaning of leader.	{'en': "I can use 'leader' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	location	（可查词典）	Meaning of location.	{'en': "I can use 'location' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	make a choice	做选择	A useful phrase: make a choice.	{'en': 'Question: make a choice?', 'zh': '问题：做选择？'}
P1	social_studies	map	（可查词典）	Meaning of map.	{'en': "I can use 'map' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	map key	地图图例	A useful phrase: map key.	{'en': 'Question: map key?', 'zh': '问题：地图图例？'}
P1	social_studies	market	（可查词典）	Meaning of market.	{'en': "I can use 'market' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	mountain	（可查词典）	Meaning of mountain.	{'en': "I can use 'mountain' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	needs and wants	需要与想要	Phrase: needs and wants	{'en': "Use the phrase 'needs and wants' in a sentence.", 'zh': '在句子里用“需要与想要”。'}
P1	social_studies	north	（可查词典）	Meaning of north.	{'en': "I can use 'north' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	north south east west	东南西北	Phrase: north south east west	{'en': "Use the phrase 'north south east west' in a sentence.", 'zh': '在句子里用“东南西北”。'}
P1	social_studies	north, south, east, west	东南西北	A useful phrase: north, south, east, west.	{'en': 'Question: north, south, east, west?', 'zh': '问题：东南西北？'}
P1	social_studies	past	（可查词典）	Meaning of past.	{'en': "I can use 'past' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	present	（可查词典）	Meaning of present.	{'en': "I can use 'present' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	public places	公共场所	A useful phrase: public places.	{'en': 'Question: public places?', 'zh': '问题：公共场所？'}
P1	social_studies	read the question	读题	Phrase: read the question	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P1	social_studies	read the question -1	读题	Phrase: read the question -1	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P1	social_studies	read the question -10	读题	Phrase: read the question -10	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P1	social_studies	read the question 0	读题	Phrase: read the question 0	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P1	social_studies	read the question 2	读题	Phrase: read the question 2	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P1	social_studies	recycle	（可查词典）	Meaning of recycle.	{'en': "I can use 'recycle' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	resource	（可查词典）	Meaning of resource.	{'en': "I can use 'resource' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	respect	（可查词典）	Meaning of respect.	{'en': "I can use 'respect' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	respect others	尊重别人	Phrase: respect others	{'en': "Use the phrase 'respect others' in a sentence.", 'zh': '在句子里用“尊重别人”。'}
P1	social_studies	responsibility	（可查词典）	Meaning of responsibility.	{'en': "I can use 'responsibility' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	river	（可查词典）	Meaning of river.	{'en': "I can use 'river' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	rule	（可查词典）	Meaning of rule.	{'en': "I can use 'rule' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	rules and laws	规则与法律	Phrase: rules and laws	{'en': "Use the phrase 'rules and laws' in a sentence.", 'zh': '在句子里用“规则与法律”。'}
P1	social_studies	rules and responsibilities	规则与责任	A useful phrase: rules and responsibilities.	{'en': 'Question: rules and responsibilities?', 'zh': '问题：规则与责任？'}
P1	social_studies	safe and unsafe	安全与不安全	A useful phrase: safe and unsafe.	{'en': 'Question: safe and unsafe?', 'zh': '问题：安全与不安全？'}
P1	social_studies	safety	（可查词典）	Meaning of safety.	{'en': "I can use 'safety' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	save money	存钱	Phrase: save money	{'en': "Use the phrase 'save money' in a sentence.", 'zh': '在句子里用“存钱”。'}
P1	social_studies	school	（可查词典）	Meaning of school.	{'en': "I can use 'school' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	school rules	学校规则	A useful phrase: school rules.	{'en': 'Question: school rules?', 'zh': '问题：学校规则？'}
P1	social_studies	show your steps	写步骤	Phrase: show your steps	{'en': 'Remember to show your steps.', 'zh': '记得写步骤。'}
P1	social_studies	show your steps -2	写步骤	Phrase: show your steps -2	{'en': 'Remember to show your steps.', 'zh': '记得写步骤。'}
P1	social_studies	show your steps -28	写步骤	Phrase: show your steps -28	{'en': 'Remember to show your steps.', 'zh': '记得写步骤。'}
P1	social_studies	show your steps -36	写步骤	Phrase: show your steps -36	{'en': 'Remember to show your steps.', 'zh': '记得写步骤。'}
P1	social_studies	south	（可查词典）	Meaning of south.	{'en': "I can use 'south' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	spend wisely	聪明花钱	Phrase: spend wisely	{'en': "Use the phrase 'spend wisely' in a sentence.", 'zh': '在句子里用“聪明花钱”。'}
P1	social_studies	take care of	照顾	A useful phrase: take care of.	{'en': 'Question: take care of?', 'zh': '问题：照顾？'}
P1	social_studies	take responsibility	承担责任	Phrase: take responsibility	{'en': "Use the phrase 'take responsibility' in a sentence.", 'zh': '在句子里用“承担责任”。'}
P1	social_studies	timeline	（可查词典）	Meaning of timeline.	{'en': "I can use 'timeline' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	trade	（可查词典）	Meaning of trade.	{'en': "I can use 'trade' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	transport	（可查词典）	Meaning of transport.	{'en': "I can use 'transport' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	vote	（可查词典）	Meaning of vote.	{'en': "I can use 'vote' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	weather	（可查词典）	Meaning of weather.	{'en': "I can use 'weather' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	weather and climate	天气与气候	A useful phrase: weather and climate.	{'en': 'Question: weather and climate?', 'zh': '问题：天气与气候？'}
P1	social_studies	west	（可查词典）	Meaning of west.	{'en': "I can use 'west' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P1	social_studies	work it out	算一算	Phrase: work it out	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P1	social_studies	work it out -11	算一算	Phrase: work it out -11	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P1	social_studies	work it out -15	算一算	Phrase: work it out -15	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P1	social_studies	work it out -16	算一算	Phrase: work it out -16	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P1	social_studies	work it out -17	算一算	Phrase: work it out -17	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P1	social_studies	work it out -20	算一算	Phrase: work it out -20	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P1	social_studies	work it out -24	算一算	Phrase: work it out -24	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P1	social_studies	work it out -26	算一算	Phrase: work it out -26	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P1	social_studies	work it out -30	算一算	Phrase: work it out -30	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P1	social_studies	work it out -7	算一算	Phrase: work it out -7	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P1	social_studies	work it out -8	算一算	Phrase: work it out -8	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P1	social_studies	work it out 4	算一算	Phrase: work it out 4	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P1	social_studies	work it out 5	算一算	Phrase: work it out 5	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P1	social_studies	work together	合作	A useful phrase: work together.	{'en': 'Question: work together?', 'zh': '问题：合作？'}
P2	chinese	check your answer	检查答案	Phrase: check your answer	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P2	chinese	check your answer -19	检查答案	Phrase: check your answer -19	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P2	chinese	check your answer -2	检查答案	Phrase: check your answer -2	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P2	chinese	check your answer -20	检查答案	Phrase: check your answer -20	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P2	chinese	check your answer -21	检查答案	Phrase: check your answer -21	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P2	chinese	check your answer -24	检查答案	Phrase: check your answer -24	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P2	chinese	check your answer -29	检查答案	Phrase: check your answer -29	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P2	chinese	check your answer -3	检查答案	Phrase: check your answer -3	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P2	chinese	circle the keywords	圈关键词	Phrase: circle the keywords	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P2	chinese	circle the keywords -18	圈关键词	Phrase: circle the keywords -18	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P2	chinese	circle the keywords -25	圈关键词	Phrase: circle the keywords -25	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P2	chinese	circle the keywords -33	圈关键词	Phrase: circle the keywords -33	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P2	chinese	circle the keywords -7	圈关键词	Phrase: circle the keywords -7	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P2	chinese	circle the keywords 3	圈关键词	Phrase: circle the keywords 3	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P2	chinese	explain your reasoning	解释理由	Phrase: explain your reasoning	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P2	chinese	explain your reasoning -10	解释理由	Phrase: explain your reasoning -10	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P2	chinese	explain your reasoning -14	解释理由	Phrase: explain your reasoning -14	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P2	chinese	explain your reasoning -17	解释理由	Phrase: explain your reasoning -17	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P2	chinese	explain your reasoning -23	解释理由	Phrase: explain your reasoning -23	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P2	chinese	explain your reasoning -27	解释理由	Phrase: explain your reasoning -27	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P2	chinese	explain your reasoning -28	解释理由	Phrase: explain your reasoning -28	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P2	chinese	explain your reasoning -30	解释理由	Phrase: explain your reasoning -30	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P2	chinese	explain your reasoning -32	解释理由	Phrase: explain your reasoning -32	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P2	chinese	explain your reasoning -34	解释理由	Phrase: explain your reasoning -34	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P2	chinese	explain your reasoning -5	解释理由	Phrase: explain your reasoning -5	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P2	chinese	explain your reasoning -8	解释理由	Phrase: explain your reasoning -8	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P2	chinese	explain your reasoning -9	解释理由	Phrase: explain your reasoning -9	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P2	chinese	explain your reasoning 2	解释理由	Phrase: explain your reasoning 2	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P2	chinese	explain your reasoning 4	解释理由	Phrase: explain your reasoning 4	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P2	chinese	read the question	读题	Phrase: read the question	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P2	chinese	read the question -1	读题	Phrase: read the question -1	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P2	chinese	read the question -12	读题	Phrase: read the question -12	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P2	chinese	show your steps	写步骤	Phrase: show your steps	{'en': 'Remember to show your steps.', 'zh': '记得写步骤。'}
P2	chinese	show your steps -11	写步骤	Phrase: show your steps -11	{'en': 'Remember to show your steps.', 'zh': '记得写步骤。'}
P2	chinese	show your steps -16	写步骤	Phrase: show your steps -16	{'en': 'Remember to show your steps.', 'zh': '记得写步骤。'}
P2	chinese	work it out	算一算	Phrase: work it out	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P2	chinese	work it out -13	算一算	Phrase: work it out -13	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P2	chinese	work it out -15	算一算	Phrase: work it out -15	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P2	chinese	work it out -22	算一算	Phrase: work it out -22	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P2	chinese	work it out -4	算一算	Phrase: work it out -4	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P2	chinese	work it out -6	算一算	Phrase: work it out -6	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P2	chinese	work it out 0	算一算	Phrase: work it out 0	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P2	chinese	work it out 1	算一算	Phrase: work it out 1	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P2	chinese	work it out 5	算一算	Phrase: work it out 5	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P2	chinese	不仅…而且…	不仅…而且…	Phrase: 不仅…而且…	{'en': "Use the phrase '不仅…而且…' in a sentence.", 'zh': '在句子里用“不仅…而且…”。'}
P2	chinese	主旨		Meaning of 主旨.	{'en': "I can use '主旨' in my answer.", 'zh': '我可以在答案里用“主旨”。'}
P2	chinese	举一个例子	举一个例子	Phrase: 举一个例子	{'en': "Use the phrase '举一个例子' in a sentence.", 'zh': '在句子里用“举一个例子”。'}
P2	chinese	人物		Meaning of 人物.	{'en': "I can use '人物' in my answer.", 'zh': '我可以在答案里用“人物”。'}
P2	chinese	但是		Meaning of 但是.	{'en': "I can use '但是' in my answer.", 'zh': '我可以在答案里用“但是”。'}
P2	chinese	作文		Meaning of 作文.	{'en': "I can use '作文' in my answer.", 'zh': '我可以在答案里用“作文”。'}
P2	chinese	偏旁		Meaning of 偏旁.	{'en': "I can use '偏旁' in my answer.", 'zh': '我可以在答案里用“偏旁”。'}
P2	chinese	先…再…	先…再…	Phrase: 先…再…	{'en': "Use the phrase '先…再…' in a sentence.", 'zh': '在句子里用“先…再…”。'}
P2	chinese	写出步骤	写出步骤	Phrase: 写出步骤	{'en': "Use the phrase '写出步骤' in a sentence.", 'zh': '在句子里用“写出步骤”。'}
P2	chinese	写出答案	write the answer	A useful phrase: 写出答案.	{'en': 'Question: 写出答案?', 'zh': '问题：write the answer？'}
P2	chinese	动词		Meaning of 动词.	{'en': "I can use '动词' in my answer.", 'zh': '我可以在答案里用“动词”。'}
P2	chinese	原因		Meaning of 原因.	{'en': "I can use '原因' in my answer.", 'zh': '我可以在答案里用“原因”。'}
P2	chinese	反义词		Meaning of 反义词.	{'en': "I can use '反义词' in my answer.", 'zh': '我可以在答案里用“反义词”。'}
P2	chinese	句子		Meaning of 句子.	{'en': "I can use '句子' in my answer.", 'zh': '我可以在答案里用“句子”。'}
P2	chinese	名词		Meaning of 名词.	{'en': "I can use '名词' in my answer.", 'zh': '我可以在答案里用“名词”。'}
P2	chinese	因为		Meaning of 因为.	{'en': "I can use '因为' in my answer.", 'zh': '我可以在答案里用“因为”。'}
P2	chinese	因为…所以…	因为…所以…	Phrase: 因为…所以…	{'en': "Use the phrase '因为…所以…' in a sentence.", 'zh': '在句子里用“因为…所以…”。'}
P2	chinese	圈出关键词	circle key words	A useful phrase: 圈出关键词.	{'en': 'Question: 圈出关键词?', 'zh': '问题：circle key words？'}
P2	chinese	地点		Meaning of 地点.	{'en': "I can use '地点' in my answer.", 'zh': '我可以在答案里用“地点”。'}
P2	chinese	如果		Meaning of 如果.	{'en': "I can use '如果' in my answer.", 'zh': '我可以在答案里用“如果”。'}
P2	chinese	形容词		Meaning of 形容词.	{'en': "I can use '形容词' in my answer.", 'zh': '我可以在答案里用“形容词”。'}
P2	chinese	总结		Meaning of 总结.	{'en': "I can use '总结' in my answer.", 'zh': '我可以在答案里用“总结”。'}
P2	chinese	成语		Meaning of 成语.	{'en': "I can use '成语' in my answer.", 'zh': '我可以在答案里用“成语”。'}
P2	chinese	所以		Meaning of 所以.	{'en': "I can use '所以' in my answer.", 'zh': '我可以在答案里用“所以”。'}
P2	chinese	把句子补充完整	complete the sentence	A useful phrase: 把句子补充完整.	{'en': 'Question: 把句子补充完整?', 'zh': '问题：complete the sentence？'}
P2	chinese	把句子读一遍	把句子读一遍	Phrase: 把句子读一遍	{'en': "Use the phrase '把句子读一遍' in a sentence.", 'zh': '在句子里用“把句子读一遍”。'}
P2	chinese	把意思说清楚	把意思说清楚	Phrase: 把意思说清楚	{'en': "Use the phrase '把意思说清楚' in a sentence.", 'zh': '在句子里用“把意思说清楚”。'}
P2	chinese	把词语连成句子	make a sentence	A useful phrase: 把词语连成句子.	{'en': 'Question: 把词语连成句子?', 'zh': '问题：make a sentence？'}
P2	chinese	拼音		Meaning of 拼音.	{'en': "I can use '拼音' in my answer.", 'zh': '我可以在答案里用“拼音”。'}
P2	chinese	按顺序	in order	A useful phrase: 按顺序.	{'en': 'Question: 按顺序?', 'zh': '问题：in order？'}
P2	chinese	推断		Meaning of 推断.	{'en': "I can use '推断' in my answer.", 'zh': '我可以在答案里用“推断”。'}
P2	chinese	描写		Meaning of 描写.	{'en': "I can use '描写' in my answer.", 'zh': '我可以在答案里用“描写”。'}
P2	chinese	日记		Meaning of 日记.	{'en': "I can use '日记' in my answer.", 'zh': '我可以在答案里用“日记”。'}
P2	chinese	时间		Meaning of 时间.	{'en': "I can use '时间' in my answer.", 'zh': '我可以在答案里用“时间”。'}
P2	chinese	最后		Meaning of 最后.	{'en': "I can use '最后' in my answer.", 'zh': '我可以在答案里用“最后”。'}
P2	chinese	朗读		Meaning of 朗读.	{'en': "I can use '朗读' in my answer.", 'zh': '我可以在答案里用“朗读”。'}
P2	chinese	标点		Meaning of 标点.	{'en': "I can use '标点' in my answer.", 'zh': '我可以在答案里用“标点”。'}
P2	chinese	标题		Meaning of 标题.	{'en': "I can use '标题' in my answer.", 'zh': '我可以在答案里用“标题”。'}
P2	chinese	检查一遍	check once	A useful phrase: 检查一遍.	{'en': 'Question: 检查一遍?', 'zh': '问题：check once？'}
P2	chinese	检查答案	检查答案	Phrase: 检查答案	{'en': "Use the phrase '检查答案' in a sentence.", 'zh': '在句子里用“检查答案”。'}
P2	chinese	段意		Meaning of 段意.	{'en': "I can use '段意' in my answer.", 'zh': '我可以在答案里用“段意”。'}
P2	chinese	段落		Meaning of 段落.	{'en': "I can use '段落' in my answer.", 'zh': '我可以在答案里用“段落”。'}
P2	chinese	比较		Meaning of 比较.	{'en': "I can use '比较' in my answer.", 'zh': '我可以在答案里用“比较”。'}
P2	chinese	然后		Meaning of 然后.	{'en': "I can use '然后' in my answer.", 'zh': '我可以在答案里用“然后”。'}
P2	chinese	理解		Meaning of 理解.	{'en': "I can use '理解' in my answer.", 'zh': '我可以在答案里用“理解”。'}
P2	chinese	用自己的话说	用自己的话说	Phrase: 用自己的话说	{'en': "Use the phrase '用自己的话说' in a sentence.", 'zh': '在句子里用“用自己的话说”。'}
P2	chinese	细节		Meaning of 细节.	{'en': "I can use '细节' in my answer.", 'zh': '我可以在答案里用“细节”。'}
P2	chinese	结果		Meaning of 结果.	{'en': "I can use '结果' in my answer.", 'zh': '我可以在答案里用“结果”。'}
P2	chinese	给出理由	给出理由	Phrase: 给出理由	{'en': "Use the phrase '给出理由' in a sentence.", 'zh': '在句子里用“给出理由”。'}
